x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),participant,label,category,set
,,,13.049,-13.902,3.902,B,bench,heavy,30.0
,,,0.366,10.366,-10.793,B,bench,heavy,30.0
-0.225,0.875,-0.165,,,,,,,
,,,-2.5,6.707,1.341,B,bench,heavy,30.0
,,,3.232,-6.951,-1.524,B,bench,heavy,30.0
-0.274,0.909,-0.194,,,,,,,
,,,-6.159,-7.012,-8.659,B,bench,heavy,30.0
,,,-11.463,8.659,-12.073,B,bench,heavy,30.0
-0.306,0.897,-0.147,,,,,,,
,,,15.183,-2.927,23.659,B,bench,heavy,30.0
,,,17.317,9.756,18.415,B,bench,heavy,30.0
-0.236,0.916,-0.208,,,,,,,
,,,-7.012,16.098,-10.305,B,bench,heavy,30.0
,,,4.634,3.963,16.646,B,bench,heavy,30.0
-0.303,0.924,-0.125,,,,,,,
,,,31.463,-7.256,51.037,B,bench,heavy,30.0
,,,12.622,-2.317,26.768,B,bench,heavy,30.0
-0.242,0.954,-0.25,,,,,,,
,,,-21.402,4.451,-16.463,B,bench,heavy,30.0
,,,-15.061,-4.329,1.037,B,bench,heavy,30.0
-0.309,0.95,-0.096,,,,,,,
,,,-1.768,-1.28,14.268,B,bench,heavy,30.0
,,,-6.829,-2.134,6.341,B,bench,heavy,30.0
-0.218,0.992,-0.22,,,,,,,
,,,7.866,-18.049,37.927,B,bench,heavy,30.0
,,,-6.098,-11.098,25.915,B,bench,heavy,30.0
-0.181,1.015,-0.218,,,,,,,
,,,-26.28,-12.5,21.524,B,bench,heavy,30.0
,,,-35.732,-7.866,22.134,B,bench,heavy,30.0
-0.201,1.048,-0.13,,,,,,,
,,,-32.683,-16.28,37.622,B,bench,heavy,30.0
,,,-55.366,-0.976,38.476,B,bench,heavy,30.0
-0.142,1.064,-0.133,,,,,,,
,,,-72.134,23.659,39.451,B,bench,heavy,30.0
,,,-50.122,29.756,30.793,B,bench,heavy,30.0
-0.084,0.818,0.034,,,,,,,
,,,16.159,-4.329,-2.317,B,bench,heavy,30.0
,,,11.402,-17.744,3.72,B,bench,heavy,30.0
-0.04,0.481,-0.19,,,,,,,
,,,8.293,-5.305,14.695,B,bench,heavy,30.0
,,,37.622,5.366,-15.488,B,bench,heavy,30.0
-0.015,0.607,-0.045,,,,,,,
,,,37.927,-12.866,2.073,B,bench,heavy,30.0
,,,21.037,-5.122,4.024,B,bench,heavy,30.0
-0.023,1.123,0.015,,,,,,,
,,,-3.963,4.268,0.122,B,bench,heavy,30.0
,,,-22.927,7.317,-3.354,B,bench,heavy,30.0
-0.084,1.195,0.002,,,,,,,
,,,3.415,-1.89,0.732,B,bench,heavy,30.0
,,,9.512,-8.902,14.024,B,bench,heavy,30.0
-0.034,0.95,-0.123,,,,,,,
,,,1.22,2.805,-4.573,B,bench,heavy,30.0
,,,-11.768,0.122,-4.268,B,bench,heavy,30.0
-0.069,0.896,-0.058,,,,,,,
,,,1.341,-3.232,0.427,B,bench,heavy,30.0
,,,8.232,-4.329,4.268,B,bench,heavy,30.0
-0.057,0.963,-0.093,,,,,,,
,,,9.146,-5.122,4.878,B,bench,heavy,30.0
,,,4.39,-4.756,7.317,B,bench,heavy,30.0
-0.051,1.0,-0.063,,,,,,,
,,,-3.841,-2.439,6.28,B,bench,heavy,30.0
,,,1.585,-3.049,3.659,B,bench,heavy,30.0
-0.057,1.0,-0.055,,,,,,,
,,,-5.488,0.305,0.061,B,bench,heavy,30.0
,,,-7.5,0.793,-2.805,B,bench,heavy,30.0
-0.047,0.952,-0.054,,,,,,,
,,,-1.341,-0.671,-2.622,B,bench,heavy,30.0
,,,6.22,-5.61,2.683,B,bench,heavy,30.0
-0.012,0.917,-0.068,,,,,,,
,,,3.841,-3.049,-0.854,B,bench,heavy,30.0
,,,4.451,-0.244,-3.171,B,bench,heavy,30.0
-0.027,0.958,-0.047,,,,,,,
,,,-1.037,-1.768,-0.854,B,bench,heavy,30.0
,,,2.317,-3.598,-1.402,B,bench,heavy,30.0
-0.048,1.017,-0.056,,,,,,,
,,,-0.549,-5.305,5.976,B,bench,heavy,30.0
,,,-0.122,-1.646,0.122,B,bench,heavy,30.0
-0.05,0.983,-0.054,,,,,,,
,,,0.488,-2.866,1.463,B,bench,heavy,30.0
,,,9.024,-4.817,0.305,B,bench,heavy,30.0
-0.038,0.953,-0.074,,,,,,,
,,,3.841,-3.78,-4.085,B,bench,heavy,30.0
,,,3.841,-1.707,-2.073,B,bench,heavy,30.0
-0.044,0.97,-0.06,,,,,,,
,,,-1.341,-5.427,4.512,B,bench,heavy,30.0
,,,-4.085,1.098,-4.329,B,bench,heavy,30.0
-0.042,0.99,-0.042,,,,,,,
,,,-7.744,1.341,-1.341,B,bench,heavy,30.0
,,,8.537,-6.28,4.756,B,bench,heavy,30.0
-0.048,0.973,-0.063,,,,,,,
,,,4.024,-7.988,5.732,B,bench,heavy,30.0
,,,1.28,-1.768,-1.829,B,bench,heavy,30.0
-0.045,0.952,-0.059,,,,,,,
,,,0.549,-2.988,1.768,B,bench,heavy,30.0
,,,2.683,-5.61,0.427,B,bench,heavy,30.0
-0.044,0.952,-0.067,,,,,,,
,,,-4.146,-3.902,-1.829,B,bench,heavy,30.0
,,,0.671,-2.988,-2.073,B,bench,heavy,30.0
-0.047,0.972,-0.06,,,,,,,
,,,2.927,-2.744,2.073,B,bench,heavy,30.0
,,,3.902,-1.22,-1.402,B,bench,heavy,30.0
-0.043,0.988,-0.067,,,,,,,
,,,-5.549,-0.671,-0.549,B,bench,heavy,30.0
,,,2.988,-1.585,-1.037,B,bench,heavy,30.0
-0.059,0.97,-0.054,,,,,,,
,,,3.598,-3.963,2.5,B,bench,heavy,30.0
,,,3.476,-7.134,5.061,B,bench,heavy,30.0
-0.042,0.96,-0.074,,,,,,,
,,,-2.5,-3.415,1.707,B,bench,heavy,30.0
,,,-4.512,-2.866,4.39,B,bench,heavy,30.0
-0.057,0.995,-0.044,,,,,,,
,,,0.976,-0.427,-2.012,B,bench,heavy,30.0
,,,3.598,-0.488,-4.268,B,bench,heavy,30.0
-0.052,0.973,-0.052,,,,,,,
,,,7.134,-2.744,1.037,B,bench,heavy,30.0
,,,5.671,-0.061,-1.585,B,bench,heavy,30.0
-0.026,0.915,-0.055,,,,,,,
,,,5.305,-2.317,-0.61,B,bench,heavy,30.0
,,,5.488,-2.683,-0.061,B,bench,heavy,30.0
-0.042,0.958,-0.057,,,,,,,
,,,3.963,-4.085,3.171,B,bench,heavy,30.0
,,,2.378,-3.902,5.427,B,bench,heavy,30.0
-0.042,1.021,-0.083,,,,,,,
,,,-5.305,0.305,-1.159,B,bench,heavy,30.0
,,,-10.122,1.463,-3.049,B,bench,heavy,30.0
-0.063,0.992,-0.074,,,,,,,
,,,-0.671,-1.707,-0.549,B,bench,heavy,30.0
,,,4.329,-4.512,0.122,B,bench,heavy,30.0
-0.052,0.928,-0.101,,,,,,,
,,,0.122,-5.488,-3.841,A,bench,heavy,18.0
,,,2.195,-9.695,-0.61,A,bench,heavy,18.0
0.01,0.964,-0.087,2.622,-8.11,-4.024,A,bench,heavy,18.0
,,,1.951,-4.695,-4.634,A,bench,heavy,18.0
0.0,0.961,-0.069,1.524,-2.561,-2.5,A,bench,heavy,18.0
,,,1.402,-3.171,-2.561,A,bench,heavy,18.0
0.001,0.974,-0.087,1.707,-5.366,0.915,A,bench,heavy,18.0
,,,0.0,-3.232,-2.988,A,bench,heavy,18.0
-0.012,0.971,-0.084,2.683,-4.146,-1.22,A,bench,heavy,18.0
,,,2.866,-3.841,-1.28,A,bench,heavy,18.0
-0.013,0.954,-0.094,1.524,0.61,-3.171,A,bench,heavy,18.0
,,,3.902,0.061,-5.61,A,bench,heavy,18.0
-0.017,0.902,-0.108,6.28,-4.207,-6.768,A,bench,heavy,18.0
,,,8.72,-4.146,-7.134,A,bench,heavy,18.0
-0.025,0.855,-0.128,8.537,1.159,-14.268,A,bench,heavy,18.0
,,,10.915,-2.988,-12.683,A,bench,heavy,18.0
-0.042,0.844,-0.139,13.171,-3.963,-15.061,A,bench,heavy,18.0
,,,16.707,-5.549,-11.768,A,bench,heavy,18.0
-0.049,0.875,-0.171,21.585,-10.0,-8.598,A,bench,heavy,18.0
,,,19.207,-0.915,-15.976,A,bench,heavy,18.0
-0.075,0.871,-0.139,13.11,-4.146,-16.159,A,bench,heavy,18.0
,,,12.195,-1.524,-12.683,A,bench,heavy,18.0
-0.083,0.895,-0.174,20.671,-13.049,-8.963,A,bench,heavy,18.0
,,,14.939,-15.61,1.402,A,bench,heavy,18.0
-0.089,0.901,-0.183,11.28,-8.72,3.537,A,bench,heavy,18.0
,,,3.72,-14.39,-4.634,A,bench,heavy,18.0
-0.118,0.917,-0.15,-12.134,-7.5,-6.524,A,bench,heavy,18.0
,,,-1.341,-14.695,-2.744,A,bench,heavy,18.0
-0.12,0.957,-0.183,-2.866,-14.939,9.512,A,bench,heavy,18.0
,,,2.866,-12.256,9.939,A,bench,heavy,18.0
-0.111,0.969,-0.17,0.0,-14.146,8.72,A,bench,heavy,18.0
,,,-6.402,-13.598,14.451,A,bench,heavy,18.0
-0.099,0.966,-0.14,2.5,-18.902,16.768,A,bench,heavy,18.0
,,,-7.561,-16.524,24.817,A,bench,heavy,18.0
-0.083,1.025,-0.13,-19.268,-12.744,19.939,A,bench,heavy,18.0
,,,-16.585,-10.793,5.305,A,bench,heavy,18.0
-0.131,1.339,-0.151,-10.915,-5.793,-3.659,A,bench,heavy,18.0
,,,0.0,4.695,-13.354,A,bench,heavy,18.0
-0.159,1.51,-0.161,0.427,10.244,-20.915,A,bench,heavy,18.0
,,,-4.268,8.354,-28.963,A,bench,heavy,18.0
-0.154,1.136,-0.117,-8.415,8.232,-22.378,A,bench,heavy,18.0
,,,-10.183,10.061,-16.463,A,bench,heavy,18.0
-0.139,0.918,-0.12,-10.488,15.244,-19.146,A,bench,heavy,18.0
,,,-2.5,15.122,-12.805,A,bench,heavy,18.0
-0.154,0.938,-0.139,11.098,9.939,-7.805,A,bench,heavy,18.0
,,,17.439,5.061,-4.268,A,bench,heavy,18.0
-0.163,0.944,-0.132,15.305,4.268,2.744,A,bench,heavy,18.0
,,,12.805,5.915,6.707,A,bench,heavy,18.0
-0.158,0.936,-0.106,5.0,7.012,-0.488,A,bench,heavy,18.0
,,,2.012,0.61,2.256,A,bench,heavy,18.0
-0.158,0.95,-0.135,-2.622,0.427,2.378,A,bench,heavy,18.0
,,,-9.146,0.793,2.744,A,bench,heavy,18.0
-0.147,0.957,-0.153,-4.268,1.22,9.39,A,bench,heavy,18.0
,,,-6.098,4.451,2.805,A,bench,heavy,18.0
-0.127,0.953,-0.16,3.171,-5.427,15.61,A,bench,heavy,18.0
,,,1.22,-4.024,14.268,A,bench,heavy,18.0
-0.119,0.942,-0.136,-6.037,-0.122,10.427,A,bench,heavy,18.0
,,,-4.695,-2.805,16.402,A,bench,heavy,18.0
-0.107,0.941,-0.123,-6.585,-0.183,18.902,A,bench,heavy,18.0
,,,-6.402,-0.183,20.671,A,bench,heavy,18.0
-0.092,0.964,-0.116,-11.768,-0.854,24.817,A,bench,heavy,18.0
,,,-15.244,2.622,30.0,A,bench,heavy,18.0
-0.063,0.995,-0.092,-19.329,7.378,35.549,A,bench,heavy,18.0
,,,-22.195,17.317,37.439,A,bench,heavy,18.0
-0.028,0.866,-0.074,-2.439,21.768,18.11,A,bench,heavy,18.0
,,,-1.463,1.098,10.061,A,bench,heavy,18.0
0.009,0.683,-0.177,-0.549,-12.134,9.268,A,bench,heavy,18.0
,,,8.841,-15.549,-8.78,A,bench,heavy,18.0
0.016,0.799,-0.154,18.963,-17.622,-5.183,A,bench,heavy,18.0
,,,15.061,-7.866,-1.28,A,bench,heavy,18.0
0.02,1.051,-0.08,-1.159,4.695,-3.354,A,bench,heavy,18.0
,,,4.512,-3.049,0.427,A,bench,heavy,18.0
0.013,1.013,-0.133,7.866,-5.732,-2.195,A,bench,heavy,18.0
,,,-0.244,-1.037,-9.878,A,bench,heavy,18.0
0.001,0.921,-0.134,4.024,-6.463,-3.902,A,bench,heavy,18.0
,,,8.293,-4.39,-6.768,A,bench,heavy,18.0
0.009,0.93,-0.114,6.28,-2.988,-3.232,A,bench,heavy,18.0
,,,8.232,-0.183,-6.22,A,bench,heavy,18.0
-0.004,0.928,-0.135,6.646,-1.22,-7.866,A,bench,heavy,18.0
,,,10.793,0.671,-14.817,A,bench,heavy,18.0
-0.011,0.855,-0.174,14.512,-9.329,-11.585,A,bench,heavy,18.0
,,,12.317,-6.951,-18.72,A,bench,heavy,18.0
-0.036,0.795,-0.17,14.939,-2.561,-18.476,A,bench,heavy,18.0
,,,20.305,-9.268,-14.451,A,bench,heavy,18.0
-0.065,0.82,-0.193,21.768,-4.756,-18.11,A,bench,heavy,18.0
,,,19.695,-6.829,-9.939,A,bench,heavy,18.0
-0.08,0.868,-0.197,12.195,-2.317,-11.646,A,bench,heavy,18.0
,,,14.573,-5.61,-10.305,A,bench,heavy,18.0
-0.106,0.887,-0.209,4.451,-8.963,-5.366,A,bench,heavy,18.0
,,,10.854,-10.0,-8.963,A,bench,heavy,18.0
-0.116,0.903,-0.221,9.268,-7.805,-0.305,A,bench,heavy,18.0
,,,6.28,-6.951,4.817,A,bench,heavy,18.0
-0.118,0.891,-0.203,3.841,-17.561,8.049,A,bench,heavy,18.0
,,,-7.805,-13.293,13.415,A,bench,heavy,18.0
-0.115,0.903,-0.188,-15.244,-12.256,16.341,A,bench,heavy,18.0
,,,-20.793,-17.622,9.756,A,bench,heavy,18.0
-0.111,0.974,-0.208,-6.463,-34.695,9.695,A,bench,heavy,18.0
,,,0.61,-33.841,27.622,A,bench,heavy,18.0
-0.07,1.13,-0.184,3.476,-18.537,34.085,A,bench,heavy,18.0
,,,-2.439,-5.183,10.549,A,bench,heavy,18.0
-0.133,1.52,-0.144,-13.72,8.415,-17.988,A,bench,heavy,18.0
,,,-12.805,19.39,-34.817,A,bench,heavy,18.0
-0.159,1.486,-0.151,-9.695,22.012,-37.317,A,bench,heavy,18.0
,,,4.329,20.488,-31.463,A,bench,heavy,18.0
-0.122,1.03,-0.172,12.683,11.585,-21.829,A,bench,heavy,18.0
,,,6.89,11.098,-24.878,A,bench,heavy,18.0
-0.16,0.894,-0.157,2.134,10.732,-28.293,A,bench,heavy,18.0
,,,11.768,6.341,-12.134,A,bench,heavy,18.0
-0.168,0.905,-0.203,17.683,4.268,0.915,A,bench,heavy,18.0
,,,9.939,2.5,-2.073,A,bench,heavy,18.0
-0.193,0.899,-0.204,4.268,2.683,-4.085,A,bench,heavy,18.0
,,,6.28,3.415,1.402,A,bench,heavy,18.0
-0.196,0.899,-0.224,1.89,-1.524,1.402,A,bench,heavy,18.0
,,,-3.537,0.061,-0.244,A,bench,heavy,18.0
-0.193,0.92,-0.239,-0.488,-4.939,5.793,A,bench,heavy,18.0
,,,-4.451,-0.244,4.024,A,bench,heavy,18.0
-0.187,0.936,-0.237,-6.098,1.28,7.866,A,bench,heavy,18.0
,,,-9.207,-2.012,4.573,A,bench,heavy,18.0
-0.175,0.951,-0.224,-10.305,-1.829,6.768,A,bench,heavy,18.0
,,,-10.061,-1.098,13.11,A,bench,heavy,18.0
-0.162,0.947,-0.196,-14.207,-0.244,13.049,A,bench,heavy,18.0
,,,-8.902,-0.427,23.049,A,bench,heavy,18.0
-0.144,0.958,-0.183,-19.451,1.89,18.537,A,bench,heavy,18.0
,,,-22.927,3.415,24.756,A,bench,heavy,18.0
-0.123,0.968,-0.146,-29.39,9.39,25.61,A,bench,heavy,18.0
,,,-26.341,10.0,34.512,A,bench,heavy,18.0
-0.076,0.989,-0.133,-33.293,21.22,35.0,A,bench,heavy,18.0
,,,-33.902,35.122,32.439,A,bench,heavy,18.0
-0.037,0.886,-0.072,-11.768,13.171,28.171,A,bench,heavy,18.0
,,,2.378,-14.146,19.146,A,bench,heavy,18.0
0.011,0.705,-0.146,2.683,-9.512,6.951,A,bench,heavy,18.0
,,,7.866,-9.451,-7.012,A,bench,heavy,18.0
-0.01,0.738,-0.073,14.573,-10.976,-2.439,A,bench,heavy,18.0
,,,8.72,-7.317,2.317,A,bench,heavy,18.0
0.012,1.001,-0.066,6.037,-1.646,-14.878,A,bench,heavy,18.0
,,,12.805,-12.012,-5.793,A,bench,heavy,18.0
0.016,1.045,-0.114,9.878,-14.634,0.488,A,bench,heavy,18.0
,,,7.927,-8.293,-5.061,A,bench,heavy,18.0
-0.006,0.965,-0.098,4.39,-6.22,2.195,A,bench,heavy,18.0
,,,7.012,-4.207,-3.537,A,bench,heavy,18.0
-0.031,0.958,-0.085,3.72,0.305,-4.085,A,bench,heavy,18.0
,,,1.037,-0.427,2.073,A,bench,heavy,18.0
-0.018,0.962,-0.104,3.841,-1.829,-2.134,A,bench,heavy,18.0
,,,4.329,-2.622,-1.768,A,bench,heavy,18.0
-0.021,0.967,-0.123,8.902,-2.866,-4.39,A,bench,heavy,18.0
,,,4.634,-4.756,1.037,A,bench,heavy,18.0
-0.035,0.952,-0.115,2.744,-1.037,-7.134,A,bench,heavy,18.0
,,,5.549,-3.537,-5.976,A,bench,heavy,18.0
-0.039,0.872,-0.137,6.768,-2.622,-10.122,A,bench,heavy,18.0
,,,13.902,-11.28,-10.488,A,bench,heavy,18.0
-0.043,0.808,-0.168,14.756,-8.11,-14.39,A,bench,heavy,18.0
,,,19.39,-10.427,-19.573,A,bench,heavy,18.0
-0.075,0.82,-0.178,10.61,-2.805,-25.549,A,bench,heavy,18.0
,,,14.939,-8.78,-23.476,A,bench,heavy,18.0
-0.085,0.854,-0.215,14.268,-12.439,-12.134,A,bench,heavy,18.0
,,,17.5,-6.22,-17.5,A,bench,heavy,18.0
-0.112,0.863,-0.228,8.598,-3.72,-16.768,A,bench,heavy,18.0
,,,11.585,-1.829,-12.927,A,bench,heavy,18.0
-0.128,0.857,-0.221,11.037,-8.841,-2.561,A,bench,heavy,18.0
,,,2.561,-8.598,2.012,A,bench,heavy,18.0
-0.143,0.886,-0.21,10.061,-11.341,2.378,A,bench,heavy,18.0
,,,-0.183,-6.951,0.854,A,bench,heavy,18.0
-0.154,0.901,-0.163,-4.878,-10.671,-0.732,A,bench,heavy,18.0
,,,-1.707,-20.122,15.244,A,bench,heavy,18.0
-0.131,0.934,-0.174,9.878,-16.707,26.22,A,bench,heavy,18.0
,,,-0.671,-15.427,25.854,A,bench,heavy,18.0
-0.13,0.984,-0.134,-20.061,-14.207,19.085,A,bench,heavy,18.0
,,,-29.085,-12.5,15.549,A,bench,heavy,18.0
-0.146,1.231,-0.133,-19.512,-13.78,3.171,A,bench,heavy,18.0
,,,-12.256,2.134,-12.683,A,bench,heavy,18.0
-0.187,1.615,-0.157,-6.341,11.22,-20.854,A,bench,heavy,18.0
,,,3.232,14.207,-25.183,A,bench,heavy,18.0
-0.185,1.377,-0.144,16.402,13.659,-19.268,A,bench,heavy,18.0
,,,21.098,7.439,-3.049,A,bench,heavy,18.0
-0.153,0.917,-0.143,6.402,8.963,-13.598,A,bench,heavy,18.0
,,,-15.061,14.146,-30.061,A,bench,heavy,18.0
-0.192,0.872,-0.134,-3.902,8.171,-18.232,A,bench,heavy,18.0
,,,13.11,4.756,0.0,A,bench,heavy,18.0
-0.177,0.883,-0.207,4.146,3.902,-3.72,A,bench,heavy,18.0
,,,7.195,3.476,0.244,A,bench,heavy,18.0
-0.2,0.889,-0.185,2.012,7.195,-3.659,A,bench,heavy,18.0
,,,11.341,0.366,6.829,A,bench,heavy,18.0
-0.195,0.911,-0.194,2.439,4.817,3.049,A,bench,heavy,18.0
,,,5.427,2.012,8.841,A,bench,heavy,18.0
-0.186,0.927,-0.202,2.683,-0.122,4.634,A,bench,heavy,18.0
,,,-0.183,-0.244,8.841,A,bench,heavy,18.0
-0.177,0.932,-0.211,-3.293,3.354,9.268,A,bench,heavy,18.0
,,,-7.744,0.366,6.341,A,bench,heavy,18.0
-0.175,0.95,-0.218,-4.695,-1.402,10.61,A,bench,heavy,18.0
,,,-0.915,-2.134,13.598,A,bench,heavy,18.0
-0.151,0.964,-0.21,-3.354,-0.732,11.28,A,bench,heavy,18.0
,,,-4.451,-4.146,15.549,A,bench,heavy,18.0
-0.137,0.966,-0.17,-11.28,-1.646,14.024,A,bench,heavy,18.0
,,,-12.378,-2.256,16.28,A,bench,heavy,18.0
-0.114,0.97,-0.161,-14.024,-3.415,23.72,A,bench,heavy,18.0
,,,-18.415,-2.073,22.927,A,bench,heavy,18.0
-0.076,0.964,-0.139,-15.122,0.0,27.317,A,bench,heavy,18.0
,,,-18.476,6.768,27.805,A,bench,heavy,18.0
-0.034,0.958,-0.113,-26.22,13.354,25.366,A,bench,heavy,18.0
,,,-24.756,12.927,30.549,A,bench,heavy,18.0
-0.003,0.972,-0.094,-32.622,32.866,24.329,A,bench,heavy,18.0
,,,-16.402,47.012,12.256,A,bench,heavy,18.0
0.001,0.805,-0.07,-8.049,17.683,15.061,A,bench,heavy,18.0
,,,-6.341,-12.378,8.659,A,bench,heavy,18.0
0.039,0.745,-0.236,5.61,-20.854,-0.183,A,bench,heavy,18.0
,,,3.537,-12.439,-0.976,A,bench,heavy,18.0
0.012,0.866,-0.062,15.976,-8.841,-10.61,A,bench,heavy,18.0
,,,5.305,-6.098,-6.585,A,bench,heavy,18.0
0.023,1.057,-0.044,8.598,-12.439,-1.22,A,bench,heavy,18.0
,,,11.037,-13.171,-0.488,A,bench,heavy,18.0
0.006,0.979,-0.063,1.829,-6.585,-7.012,A,bench,heavy,18.0
,,,9.817,-14.024,1.89,A,bench,heavy,18.0
0.016,0.934,-0.06,9.634,-9.39,-0.305,A,bench,heavy,18.0
,,,7.439,-4.695,3.11,A,bench,heavy,18.0
0.019,0.982,-0.04,0.793,-1.89,-2.256,A,bench,heavy,18.0
,,,1.22,-4.451,0.183,A,bench,heavy,18.0
0.016,0.995,-0.07,3.537,-3.232,-0.976,A,bench,heavy,18.0
,,,1.89,0.549,-2.5,A,bench,heavy,18.0
0.022,0.961,-0.081,1.28,0.122,-5.305,A,bench,heavy,18.0
,,,9.146,-3.293,-6.341,A,bench,heavy,18.0
0.009,0.965,-0.103,8.232,-3.598,2.5,A,bench,heavy,18.0
,,,7.5,-2.317,-1.524,A,bench,heavy,18.0
-0.014,0.971,-0.1,0.793,-0.976,0.61,A,bench,heavy,18.0
,,,1.463,0.0,0.061,A,bench,heavy,18.0
-0.013,0.951,-0.112,3.78,-2.561,2.927,A,bench,heavy,18.0
,,,7.927,-5.549,-1.402,A,bench,heavy,18.0
-0.01,0.948,-0.138,2.317,-4.085,-3.232,A,bench,heavy,18.0
,,,0.427,-3.049,-5.305,A,bench,heavy,18.0
-0.022,0.938,-0.13,3.293,-2.317,-12.073,A,bench,heavy,18.0
,,,8.415,-3.354,-10.915,A,bench,heavy,18.0
-0.023,0.877,-0.153,11.037,-2.988,-7.683,A,bench,heavy,18.0
,,,12.317,-6.402,-9.146,A,bench,heavy,18.0
-0.037,0.823,-0.16,16.402,-5.244,-24.878,A,bench,heavy,18.0
,,,9.695,-13.659,-16.22,A,bench,heavy,18.0
-0.052,0.822,-0.188,17.439,-14.451,-22.195,A,bench,heavy,18.0
,,,14.085,-6.89,-27.744,A,bench,heavy,18.0
-0.069,0.853,-0.182,14.085,-5.0,-20.854,A,bench,heavy,18.0
,,,26.463,-11.098,-12.561,A,bench,heavy,18.0
-0.096,0.884,-0.23,20.305,-10.183,-0.915,A,bench,heavy,18.0
,,,12.378,5.427,-10.671,A,bench,heavy,18.0
-0.124,0.853,-0.185,9.024,4.207,-22.012,A,bench,heavy,18.0
,,,15.427,-11.037,-6.463,A,bench,heavy,18.0
-0.117,0.879,-0.23,18.537,-17.012,8.232,A,bench,heavy,18.0
,,,-0.305,-9.878,10.122,A,bench,heavy,18.0
-0.143,0.878,-0.181,-2.134,-11.22,17.134,A,bench,heavy,18.0
,,,-13.232,-10.427,19.817,A,bench,heavy,18.0
-0.144,0.928,-0.187,-27.256,-5.793,18.232,A,bench,heavy,18.0
,,,-22.744,-10.976,18.598,A,bench,heavy,18.0
-0.127,1.01,-0.209,-13.902,-25.366,20.732,A,bench,heavy,18.0
,,,-5.183,-29.756,17.622,A,bench,heavy,18.0
-0.117,1.219,-0.173,-5.549,-16.646,4.512,A,bench,heavy,18.0
,,,-24.146,-1.341,-8.598,A,bench,heavy,18.0
-0.185,1.58,-0.095,-9.939,12.561,-20.976,A,bench,heavy,18.0
,,,9.695,17.012,-18.963,A,bench,heavy,18.0
-0.168,1.388,-0.146,22.927,7.378,-20.549,A,bench,heavy,18.0
,,,9.817,7.317,-21.098,A,bench,heavy,18.0
-0.144,0.919,-0.102,-9.39,14.573,-22.744,A,bench,heavy,18.0
,,,-10.915,15.366,-26.28,A,bench,heavy,18.0
-0.167,0.861,-0.138,-1.829,9.146,-18.659,A,bench,heavy,18.0
,,,6.098,0.915,-5.976,A,bench,heavy,18.0
-0.177,0.895,-0.207,-9.329,6.037,-10.732,A,bench,heavy,18.0
,,,-16.159,8.598,-14.268,A,bench,heavy,18.0
-0.206,0.901,-0.18,-15.305,8.354,-13.232,A,bench,heavy,18.0
,,,-3.963,7.439,1.402,A,bench,heavy,18.0
-0.181,0.924,-0.209,5.671,4.573,5.488,A,bench,heavy,18.0
,,,-3.354,7.683,-6.341,A,bench,heavy,18.0
-0.195,0.906,-0.146,4.695,5.732,0.671,A,bench,heavy,18.0
,,,17.073,-4.634,12.073,A,bench,heavy,18.0
-0.172,0.925,-0.174,8.11,-3.78,6.768,A,bench,heavy,18.0
,,,-3.232,1.524,-0.976,A,bench,heavy,18.0
-0.183,0.931,-0.133,1.098,-5.793,8.537,A,bench,heavy,18.0
,,,2.561,-5.0,13.598,A,bench,heavy,18.0
-0.19,0.953,-0.143,-11.22,5.671,-5.793,A,bench,heavy,18.0
,,,0.732,0.61,4.268,A,bench,heavy,18.0
-0.18,0.967,-0.167,11.829,-6.28,16.89,A,bench,heavy,18.0
,,,-10.183,10.183,-6.28,A,bench,heavy,18.0
-0.2,0.945,-0.113,-2.378,-0.976,5.122,A,bench,heavy,18.0
,,,13.476,-18.963,25.061,A,bench,heavy,18.0
-0.167,0.969,-0.174,5.854,-10.122,19.573,A,bench,heavy,18.0
,,,-14.573,1.098,0.915,A,bench,heavy,18.0
-0.175,0.985,-0.12,-6.585,-5.183,15.732,A,bench,heavy,18.0
,,,-10.061,0.122,17.927,A,bench,heavy,18.0
-0.143,0.992,-0.13,-22.5,3.659,17.317,A,bench,heavy,18.0
,,,-25.854,10.732,15.549,A,bench,heavy,18.0
-0.129,0.973,-0.111,-19.817,10.0,25.122,A,bench,heavy,18.0
,,,-18.963,5.122,38.537,A,bench,heavy,18.0
-0.072,1.0,-0.107,-31.341,12.805,42.988,A,bench,heavy,18.0
,,,-33.659,25.427,42.439,A,bench,heavy,18.0
-0.039,0.902,-0.001,-4.207,38.72,28.476,A,bench,heavy,18.0
,,,14.756,16.585,-0.915,A,bench,heavy,18.0
0.016,0.719,-0.18,10.61,-19.512,13.232,A,bench,heavy,18.0
,,,9.939,-18.72,7.073,A,bench,heavy,18.0
0.036,0.751,-0.111,15.61,-19.695,-4.939,A,bench,heavy,18.0
,,,18.171,-10.488,-7.378,A,bench,heavy,18.0
0.011,1.038,-0.041,11.402,-11.829,3.354,A,bench,heavy,18.0
,,,3.049,-6.89,-5.915,A,bench,heavy,18.0
0.006,1.054,-0.083,4.451,-4.695,-2.927,A,bench,heavy,18.0
,,,3.598,-5.366,5.976,A,bench,heavy,18.0
0.013,0.932,-0.115,0.854,-2.134,-3.659,A,bench,heavy,18.0
,,,1.463,-4.085,-2.622,A,bench,heavy,18.0
